{ questions: [{prompt: '134 + 864  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 46517, a: 134 , b: 864 , c: 998 }}, 
{ questions: [{prompt: '421 + 516  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 34732, a: 421 , b: 516 , c: 937 }}, 
{ questions: [{prompt: '674 + 224  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 13622, a: 674 , b: 224 , c: 898 }}, 
{ questions: [{prompt: '267 + 432  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30240, a: 267 , b: 432 , c: 699 }}, 
{ questions: [{prompt: '444 + 251  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 17044, a: 444 , b: 251 , c: 695 }}, 
{ questions: [{prompt: '127 + 111  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15, a: 127 , b: 111 , c: 238 }}, 
{ questions: [{prompt: '756 + 121  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 2678, a: 756 , b: 121 , c: 877 }}, 
{ questions: [{prompt: '152 + 417  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 28546, a: 152 , b: 417 , c: 569 }}, 
{ questions: [{prompt: '366 + 433  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30474, a: 366 , b: 433 , c: 799 }}, 
{ questions: [{prompt: '725 + 152  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 7924, a: 725 , b: 152 , c: 877 }}, 
{ questions: [{prompt: '315 + 372  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 26697, a: 315 , b: 372 , c: 687 }}, 
{ questions: [{prompt: '134 + 534  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 36374, a: 134 , b: 534 , c: 668 }}, 
{ questions: [{prompt: '331 + 624  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 40266, a: 331 , b: 624 , c: 955 }}, 
{ questions: [{prompt: '464 + 531  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 36044, a: 464 , b: 531 , c: 995 }}, 
{ questions: [{prompt: '332 + 254  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 17560, a: 332 , b: 254 , c: 586 }}, 
{ questions: [{prompt: '521 + 235  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15341, a: 521 , b: 235 , c: 756 }}, 
{ questions: [{prompt: '231 + 565  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38349, a: 231 , b: 565 , c: 796 }}, 
{ questions: [{prompt: '422 + 571  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38506, a: 422 , b: 571 , c: 993 }}, 
{ questions: [{prompt: '614 + 335  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 23740, a: 614 , b: 335 , c: 949 }}, 
{ questions: [{prompt: '762 + 224  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 13650, a: 762 , b: 224 , c: 986 }}, 
{ questions: [{prompt: '116 + 383  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 27096, a: 116 , b: 383 , c: 499 }}, 
{ questions: [{prompt: '331 + 231  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 14261, a: 331 , b: 231 , c: 562 }}, 
{ questions: [{prompt: '633 + 261  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18067, a: 633 , b: 261 , c: 894 }}, 
{ questions: [{prompt: '661 + 324  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 22251, a: 661 , b: 324 , c: 985 }}, 
{ questions: [{prompt: '532 + 417  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 28606, a: 532 , b: 417 , c: 949 }}, 
{ questions: [{prompt: '245 + 623  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 40124, a: 245 , b: 623 , c: 868 }}, 
{ questions: [{prompt: '312 + 566  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38396, a: 312 , b: 566 , c: 878 }}, 
{ questions: [{prompt: '342 + 357  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 25872, a: 342 , b: 357 , c: 699 }}, 
{ questions: [{prompt: '621 + 321  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 21457, a: 621 , b: 321 , c: 942 }}, 
{ questions: [{prompt: '541 + 211  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10649, a: 541 , b: 211 , c: 752 }}, 
{ questions: [{prompt: '523 + 376  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 26958, a: 523 , b: 376 , c: 899 }}, 
{ questions: [{prompt: '118 + 821  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 45656, a: 118 , b: 821 , c: 939 }}, 
{ questions: [{prompt: '521 + 273  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18949, a: 521 , b: 273 , c: 794 }}, 
{ questions: [{prompt: '583 + 216  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 12168, a: 583 , b: 216 , c: 799 }}, 
{ questions: [{prompt: '511 + 214  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 11705, a: 511 , b: 214 , c: 725 }}, 
{ questions: [{prompt: '152 + 715  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 43202, a: 152 , b: 715 , c: 867 }}, 
{ questions: [{prompt: '242 + 626  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 40406, a: 242 , b: 626 , c: 868 }}, 
{ questions: [{prompt: '724 + 241  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15912, a: 724 , b: 241 , c: 965 }}, 
{ questions: [{prompt: '111 + 538  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 36697, a: 111 , b: 538 , c: 649 }}, 
{ questions: [{prompt: '253 + 344  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 24654, a: 253 , b: 344 , c: 597 }}, 
{ questions: [{prompt: '631 + 337  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 23933, a: 631 , b: 337 , c: 968 }}, 
{ questions: [{prompt: '311 + 217  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 12249, a: 311 , b: 217 , c: 528 }}, 
{ questions: [{prompt: '524 + 211  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10636, a: 524 , b: 211 , c: 735 }}, 
{ questions: [{prompt: '213 + 665  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42369, a: 213 , b: 665 , c: 878 }}, 
{ questions: [{prompt: '221 + 333  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 23263, a: 221 , b: 333 , c: 554 }}, 
{ questions: [{prompt: '412 + 537  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 36686, a: 412 , b: 537 , c: 949 }}, 
{ questions: [{prompt: '851 + 136  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 5899, a: 851 , b: 136 , c: 987 }}, 
{ questions: [{prompt: '812 + 117  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 2226, a: 812 , b: 117 , c: 929 }}, 
{ questions: [{prompt: '731 + 118  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 2291, a: 731 , b: 118 , c: 849 }}, 
{ questions: [{prompt: '111 + 314  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 20449, a: 111 , b: 314 , c: 425 }}, 
{ questions: [{prompt: '216 + 663  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42279, a: 216 , b: 663 , c: 879 }}, 
{ questions: [{prompt: '443 + 353  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 25509, a: 443 , b: 353 , c: 796 }}, 
{ questions: [{prompt: '736 + 243  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 16383, a: 736 , b: 243 , c: 979 }}, 
{ questions: [{prompt: '411 + 145  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 7149, a: 411 , b: 145 , c: 556 }}, 
{ questions: [{prompt: '563 + 313  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 20385, a: 563 , b: 313 , c: 876 }}, 
{ questions: [{prompt: '654 + 231  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 14424, a: 654 , b: 231 , c: 885 }}, 
{ questions: [{prompt: '313 + 323  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 21885, a: 313 , b: 323 , c: 636 }}, 
{ questions: [{prompt: '333 + 613  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 39351, a: 333 , b: 613 , c: 946 }}, 
{ questions: [{prompt: '555 + 131  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 4549, a: 555 , b: 131 , c: 686 }}, 
{ questions: [{prompt: '312 + 265  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18500, a: 312 , b: 265 , c: 577 }}, 
{ questions: [{prompt: '224 + 321  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 21236, a: 224 , b: 321 , c: 545 }}, 
{ questions: [{prompt: '442 + 433  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30494, a: 442 , b: 433 , c: 875 }}, 
{ questions: [{prompt: '133 + 725  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 43719, a: 133 , b: 725 , c: 858 }}, 
{ questions: [{prompt: '137 + 662  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42213, a: 137 , b: 662 , c: 799 }}, 
{ questions: [{prompt: '111 + 811  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 45361, a: 111 , b: 811 , c: 922 }}, 
{ questions: [{prompt: '413 + 573  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38607, a: 413 , b: 573 , c: 986 }}, 
{ questions: [{prompt: '523 + 141  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 6219, a: 523 , b: 141 , c: 664 }}, 
{ questions: [{prompt: '354 + 343  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 24514, a: 354 , b: 343 , c: 697 }}, 
{ questions: [{prompt: '537 + 312  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 20069, a: 537 , b: 312 , c: 849 }}, 
{ questions: [{prompt: '313 + 322  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 21605, a: 313 , b: 322 , c: 635 }}, 
{ questions: [{prompt: '551 + 437  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30963, a: 551 , b: 437 , c: 988 }}, 
{ questions: [{prompt: '614 + 255  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 17732, a: 614 , b: 255 , c: 869 }}, 
{ questions: [{prompt: '525 + 444  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 31631, a: 525 , b: 444 , c: 969 }}, 
{ questions: [{prompt: '221 + 563  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38221, a: 221 , b: 563 , c: 784 }}, 
{ questions: [{prompt: '264 + 215  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 11880, a: 264 , b: 215 , c: 479 }}, 
{ questions: [{prompt: '413 + 183  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10221, a: 413 , b: 183 , c: 596 }}, 
{ questions: [{prompt: '322 + 554  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 37823, a: 322 , b: 554 , c: 876 }}, 
{ questions: [{prompt: '323 + 524  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 35514, a: 323 , b: 524 , c: 847 }}, 
{ questions: [{prompt: '661 + 211  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10729, a: 661 , b: 211 , c: 872 }}, 
{ questions: [{prompt: '115 + 424  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 29396, a: 115 , b: 424 , c: 539 }}, 
{ questions: [{prompt: '114 + 662  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42196, a: 114 , b: 662 , c: 776 }}, 
{ questions: [{prompt: '821 + 123  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 3445, a: 821 , b: 123 , c: 944 }}, 
{ questions: [{prompt: '721 + 265  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18551, a: 721 , b: 265 , c: 986 }}, 
{ questions: [{prompt: '865 + 111  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 493, a: 865 , b: 111 , c: 976 }}, 
{ questions: [{prompt: '515 + 422  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 29137, a: 515 , b: 422 , c: 937 }}, 
{ questions: [{prompt: '352 + 412  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 27678, a: 352 , b: 412 , c: 764 }}, 
{ questions: [{prompt: '121 + 413  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 27823, a: 121 , b: 413 , c: 534 }}, 
{ questions: [{prompt: '615 + 272  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18871, a: 615 , b: 272 , c: 887 }}, 
{ questions: [{prompt: '423 + 266  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18591, a: 423 , b: 266 , c: 689 }}, 
{ questions: [{prompt: '415 + 121  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 2477, a: 415 , b: 121 , c: 536 }}, 
{ questions: [{prompt: '341 + 313  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 20275, a: 341 , b: 313 , c: 654 }}, 
{ questions: [{prompt: '665 + 234  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15210, a: 665 , b: 234 , c: 899 }}, 
{ questions: [{prompt: '821 + 162  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 8987, a: 821 , b: 162 , c: 983 }}, 
{ questions: [{prompt: '128 + 661  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42136, a: 128 , b: 661 , c: 789 }}, 
{ questions: [{prompt: '513 + 211  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10627, a: 513 , b: 211 , c: 724 }}, 
{ questions: [{prompt: '721 + 131  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 4617, a: 721 , b: 131 , c: 852 }}, 
{ questions: [{prompt: '242 + 454  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 32353, a: 242 , b: 454 , c: 696 }}, 
{ questions: [{prompt: '261 + 213  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 11287, a: 261 , b: 213 , c: 474 }}, 
{ questions: [{prompt: '324 + 651  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 41764, a: 324 , b: 651 , c: 975 }}, 
{ questions: [{prompt: '515 + 443  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 31496, a: 515 , b: 443 , c: 958 }}, 
{ questions: [{prompt: '243 + 636  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 41070, a: 243 , b: 636 , c: 879 }}, 
{ questions: [{prompt: '366 + 231  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 14290, a: 366 , b: 231 , c: 597 }}, 
{ questions: [{prompt: '367 + 132  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 4830, a: 367 , b: 132 , c: 499 }}, 
{ questions: [{prompt: '212 + 357  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 25858, a: 212 , b: 357 , c: 569 }}, 
{ questions: [{prompt: '214 + 173  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 9760, a: 214 , b: 173 , c: 387 }}, 
{ questions: [{prompt: '321 + 125  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 3821, a: 321 , b: 125 , c: 446 }}, 
{ questions: [{prompt: '345 + 241  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15769, a: 345 , b: 241 , c: 586 }}, 
{ questions: [{prompt: '633 + 216  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 12177, a: 633 , b: 216 , c: 849 }}, 
{ questions: [{prompt: '644 + 215  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 12000, a: 644 , b: 215 , c: 859 }}, 
{ questions: [{prompt: '324 + 414  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 28145, a: 324 , b: 414 , c: 738 }}, 
{ questions: [{prompt: '323 + 622  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 40020, a: 323 , b: 622 , c: 945 }}, 
{ questions: [{prompt: '734 + 222  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 13088, a: 734 , b: 222 , c: 956 }}, 
{ questions: [{prompt: '438 + 521  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 35040, a: 438 , b: 521 , c: 959 }}, 
{ questions: [{prompt: '451 + 524  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 35562, a: 451 , b: 524 , c: 975 }}, 
{ questions: [{prompt: '433 + 563  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38265, a: 433 , b: 563 , c: 996 }}, 
{ questions: [{prompt: '125 + 854  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 46390, a: 125 , b: 854 , c: 979 }}, 
{ questions: [{prompt: '314 + 653  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 41920, a: 314 , b: 653 , c: 967 }}, 
{ questions: [{prompt: '551 + 137  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 5961, a: 551 , b: 137 , c: 688 }}, 
{ questions: [{prompt: '125 + 423  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 29192, a: 125 , b: 423 , c: 548 }}, 
{ questions: [{prompt: '543 + 223  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 13308, a: 543 , b: 223 , c: 766 }}, 
{ questions: [{prompt: '212 + 753  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 44786, a: 212 , b: 753 , c: 965 }}, 
{ questions: [{prompt: '555 + 414  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 28241, a: 555 , b: 414 , c: 969 }}, 
{ questions: [{prompt: '666 + 123  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 3390, a: 666 , b: 123 , c: 789 }}, 
{ questions: [{prompt: '654 + 115  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 1844, a: 654 , b: 115 , c: 769 }}, 
{ questions: [{prompt: '211 + 253  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 17365, a: 211 , b: 253 , c: 464 }}, 
{ questions: [{prompt: '325 + 351  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 25133, a: 325 , b: 351 , c: 676 }}, 
{ questions: [{prompt: '351 + 412  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 27677, a: 351 , b: 412 , c: 763 }}, 
{ questions: [{prompt: '214 + 683  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42715, a: 214 , b: 683 , c: 897 }}, 
{ questions: [{prompt: '122 + 444  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 31528, a: 122 , b: 444 , c: 566 }}, 
{ questions: [{prompt: '342 + 511  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 33850, a: 342 , b: 511 , c: 853 }}, 
{ questions: [{prompt: '541 + 158  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 8628, a: 541 , b: 158 , c: 699 }}, 
{ questions: [{prompt: '362 + 621  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 39898, a: 362 , b: 621 , c: 983 }}, 
{ questions: [{prompt: '352 + 312  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19966, a: 352 , b: 312 , c: 664 }}, 
{ questions: [{prompt: '318 + 431  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30020, a: 318 , b: 431 , c: 749 }}, 
{ questions: [{prompt: '412 + 433  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30476, a: 412 , b: 433 , c: 845 }}, 
{ questions: [{prompt: '423 + 521  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 35027, a: 423 , b: 521 , c: 944 }}, 
{ questions: [{prompt: '124 + 722  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 43467, a: 124 , b: 722 , c: 846 }}, 
{ questions: [{prompt: '432 + 264  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18426, a: 432 , b: 264 , c: 696 }}, 
{ questions: [{prompt: '721 + 237  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15609, a: 721 , b: 237 , c: 958 }}, 
{ questions: [{prompt: '448 + 121  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 2504, a: 448 , b: 121 , c: 569 }}, 
{ questions: [{prompt: '533 + 144  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 7001, a: 533 , b: 144 , c: 677 }}, 
{ questions: [{prompt: '551 + 146  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 7321, a: 551 , b: 146 , c: 697 }}, 
{ questions: [{prompt: '236 + 521  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 34926, a: 236 , b: 521 , c: 757 }}, 
{ questions: [{prompt: '385 + 211  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10557, a: 385 , b: 211 , c: 596 }}, 
{ questions: [{prompt: '171 + 117  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 2125, a: 171 , b: 117 , c: 288 }}, 
{ questions: [{prompt: '214 + 465  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 33022, a: 214 , b: 465 , c: 679 }}, 
{ questions: [{prompt: '274 + 511  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 33812, a: 274 , b: 511 , c: 785 }}, 
{ questions: [{prompt: '734 + 124  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 3704, a: 734 , b: 124 , c: 858 }}, 
{ questions: [{prompt: '113 + 226  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 13857, a: 113 , b: 226 , c: 339 }}, 
{ questions: [{prompt: '324 + 274  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19007, a: 324 , b: 274 , c: 598 }}, 
{ questions: [{prompt: '231 + 358  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 25903, a: 231 , b: 358 , c: 589 }}, 
{ questions: [{prompt: '321 + 251  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 16993, a: 321 , b: 251 , c: 572 }}, 
{ questions: [{prompt: '423 + 441  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 31127, a: 423 , b: 441 , c: 864 }}, 
{ questions: [{prompt: '646 + 313  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 20424, a: 646 , b: 313 , c: 959 }}, 
{ questions: [{prompt: '136 + 841  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 46138, a: 136 , b: 841 , c: 977 }}, 
{ questions: [{prompt: '122 + 755  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 44854, a: 122 , b: 755 , c: 877 }}, 
{ questions: [{prompt: '441 + 115  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 1773, a: 441 , b: 115 , c: 556 }}, 
{ questions: [{prompt: '122 + 554  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 37783, a: 122 , b: 554 , c: 676 }}, 
{ questions: [{prompt: '331 + 357  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 25869, a: 331 , b: 357 , c: 688 }}, 
{ questions: [{prompt: '444 + 241  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15808, a: 444 , b: 241 , c: 685 }}, 
{ questions: [{prompt: '124 + 371  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 26580, a: 124 , b: 371 , c: 495 }}, 
{ questions: [{prompt: '651 + 316  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 21013, a: 651 , b: 316 , c: 967 }}, 
{ questions: [{prompt: '373 + 213  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 11343, a: 373 , b: 213 , c: 586 }}, 
{ questions: [{prompt: '662 + 323  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 22040, a: 662 , b: 323 , c: 985 }}, 
{ questions: [{prompt: '416 + 562  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38181, a: 416 , b: 562 , c: 978 }}, 
{ questions: [{prompt: '145 + 222  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 12802, a: 145 , b: 222 , c: 367 }}, 
